protocol,scenario,dataset_key,dataset_name,model_key,evaluations,synthetic_total,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,wmse_mean,wmse_std,sera_mean,sera_std,oiha_mean,oiha_std,rare_ratio_mean,rare_ratio_std,rare_rmse_mean,rare_rmse_std,rare_mae_mean,rare_mae_std,normal_rmse_mean,normal_rmse_std,normal_mae_mean,normal_mae_std
main_grouped_repeated5fold,main,california_housing,California Housing,ekk,10,0,0.7273613788967177,0.012795042619202121,0.5317000561573438,0.003293041728022097,0.60252552587743,0.013102943450790867,1.0212066004466842,0.033081728085183566,0.304432932291226,0.011177118366962509,0.33632646853762316,0.01994415258046285,0.15353682170542635,0.002697076776245771,1.3572478358581257,0.02204671249860718,1.1171491138135037,0.018731349412224093,0.5391814039153887,0.01578516556073607,0.42547879900172114,0.004573318148340234
main_grouped_repeated5fold,main,california_housing,California Housing,relevance_weighted_rf,10,0,0.5009902970550996,0.008380998011562594,0.3373451926504284,0.003965506711997238,0.8113892937277223,0.007290777240705796,0.4591698283016078,0.02166596199054406,0.13687789701235303,0.006603444172262159,0.14974941190986196,0.006666613414639545,0.15353682170542635,0.002697076776245771,0.905499862034182,0.02614394382582817,0.6713568413292601,0.01860980416568096,0.38437622001485416,0.00523681695217003,0.27674715231194236,0.003114213775084485
main_grouped_repeated5fold,main,california_housing,California Housing,rf,10,0,0.49085115970686266,0.011689540528004926,0.32861293294044935,0.0050984836923536276,0.8189359997937602,0.008546328718893785,0.4438916743699412,0.02699650386831791,0.13233087042592476,0.008302289563464548,0.14484231717383747,0.009209907403180699,0.15353682170542635,0.002697076776245771,0.8902346422331562,0.0282725817120544,0.65834724421242,0.019315330220660492,0.3752751349454645,0.0074442875731577495,0.268791627637847,0.0034279643301521833
main_grouped_repeated5fold,main,california_housing,California Housing,smogn_rf,10,114420,0.5136444951477315,0.010101481386646514,0.3563962697281726,0.005156787089586651,0.8017811978426309,0.0070881447986216135,0.3881349566882982,0.02354877265159461,0.115714024410087,0.007174782131571447,0.14467522422116091,0.00804614986629146,0.15353682170542635,0.002697076776245771,0.7749877168503987,0.03050050034617218,0.5535204041294525,0.018470530603527425,0.45016596124982716,0.008306185213508982,0.32064096395006836,0.005414682818333536
main_grouped_repeated5fold,main,california_housing,California Housing,smote_r_rf,10,114420,0.5158261666011662,0.009898871662275094,0.35739107323637975,0.004278184460916859,0.8000534336341163,0.008195276743517783,0.3924065741900327,0.025589844515003485,0.11698893575295999,0.007771304790492163,0.1464208906614907,0.008463924775633815,0.15353682170542635,0.002697076776245771,0.7789647577526548,0.03281519258223193,0.5567944496209076,0.022335277399117386,0.4518366643900923,0.007143605127302946,0.32121471212160463,0.004102468645870167
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,ekk,10,0,10.447125053289158,0.7296240010864942,8.294542586906598,0.6870991074763141,0.6071166114389142,0.045375057502935405,139.5521362760391,19.86704325365981,41.98659198571575,6.26199373018406,53.5522106930523,8.982792712505905,0.17916643430379003,0.01410560628063206,13.177899503873103,1.149597727878122,11.371810348947516,1.22126616958343,9.736945194474421,0.7527782081235398,7.61842370028811,0.6436056671193142
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,relevance_weighted_rf,10,0,5.194822490939576,0.5712710116870473,3.8007459315692613,0.3174958132942436,0.9020168846190406,0.020757319361321573,42.586965882710906,14.318249780058006,12.795538079642185,4.355851276114719,13.159570169735385,4.302062970738955,0.17916643430379003,0.01410560628063206,7.540231204200806,1.6838299320329178,5.689085194131539,1.161843737927188,4.4736419021512095,0.4729542670822013,3.384683064035593,0.2945352425282434
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,rf,10,0,5.166341493462228,0.5027144112706787,3.736733005123143,0.28573613968821765,0.9033440534184203,0.017786499236950325,43.04684249700363,13.73912841091962,12.931945564133509,4.1570771450723125,13.310204620192684,4.074602097704822,0.17916643430379003,0.01410560628063206,7.6992153561246965,1.650465054063087,5.803784564778806,1.093178811838162,4.367703048780884,0.4612698137324359,3.28136322917993,0.2862503559209129
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,smogn_rf,10,5306,4.972514134788659,0.4888850957725714,3.625536363481865,0.27916162968206604,0.9104013195531758,0.016949792303905822,35.30185052426281,11.684084122336753,10.605774200371687,3.54599042070659,11.187508688015509,3.4769415617648067,0.17916643430379003,0.01410560628063206,6.450437784889876,1.5870070698940049,4.591813187923341,1.006050562635278,4.541177774893898,0.44362122559830225,3.412263777559228,0.2612651233279523
main_grouped_repeated5fold,main,concrete,Concrete Compressive Strength,smote_r_rf,10,5306,4.964489846704539,0.461537820145199,3.633875966882723,0.263335306255313,0.9108240105468338,0.015843361130171853,34.91744145246702,10.85915722043376,10.502418752145283,3.3446870590221716,11.076159320775284,3.239124078507998,0.17916643430379003,0.01410560628063206,6.456703940145391,1.486963401255159,4.687352615471259,0.9354823259447681,4.5286777069654605,0.4636961145245151,3.4006342904589033,0.2883277050053506
main_grouped_repeated5fold,main,servo,Servo,ekk,10,0,1.1091455338245226,0.11043014607772658,0.9149980328867302,0.07865712848262105,0.4853349992230792,0.051576734830222466,1.9887966210410872,0.7261296769879165,0.7019531877092989,0.26676165431237187,1.1078776624518172,0.2544707769024606,0.2094474153297683,0.02272290335825662,1.6369520493550833,0.42572721638946365,1.4763205963816277,0.34289332483661933,0.9024298596762481,0.11406706109254765,0.7678300301629251,0.09539326914730334
main_grouped_repeated5fold,main,servo,Servo,relevance_weighted_rf,10,0,0.6465298000502145,0.1076227327310039,0.42385503494305415,0.07223785007832974,0.824360604005349,0.04142901323827071,0.9009371377936508,0.3383251909996084,0.31939078789468744,0.12832307663574988,0.3759826724615303,0.12541257155978378,0.2094474153297683,0.02272290335825662,1.164780610419674,0.2728017987832761,0.9649065496470641,0.2186687450612255,0.39178638675564553,0.11928819114609124,0.2798388999567031,0.08323559023970088
main_grouped_repeated5fold,main,servo,Servo,rf,10,0,0.6448253866268691,0.11895216881439669,0.4243510280576769,0.08210301581551649,0.8232294362006911,0.057720600309452696,0.9087293259169972,0.37895018972087674,0.32223725482991683,0.14175812378603334,0.3744805501682573,0.13925366745207188,0.2094474153297683,0.02272290335825662,1.1616331738860841,0.3073147663916376,0.9572127622919051,0.2591304614809949,0.39052870222324326,0.11477078806355738,0.2822519121017316,0.08169360611965883
main_grouped_repeated5fold,main,servo,Servo,smogn_rf,10,788,0.7139732502194127,0.10620297711764398,0.46051158578685325,0.07000889146221015,0.7842073065901494,0.052698329659728406,1.0206928127135275,0.4393364778994615,0.3613838345337351,0.1706646778884061,0.45817448547590367,0.16655274652058089,0.2094474153297683,0.02272290335825662,1.215242499048661,0.3278807547748224,0.9806114941089662,0.2166358942943869,0.47809590059974283,0.13157764843222022,0.32249404707817814,0.09936213571800905
main_grouped_repeated5fold,main,servo,Servo,smote_r_rf,10,788,0.6355539893105824,0.11607195991751773,0.4259858360115416,0.08630915957343531,0.8276056724389997,0.057804174017413085,0.7696476513374984,0.33556260472950045,0.2736820808553905,0.12854759791590917,0.3556465135611965,0.1412323949824431,0.2094474153297683,0.02272290335825662,1.0296791770684472,0.3314562012604391,0.8503535975593977,0.27358800691792445,0.4435098059021329,0.16329389415288148,0.3123048188221793,0.11711107405588414
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,ekk,10,0,4.750961928304378,0.18844535486457267,3.65413061265629,0.10015133175471883,0.09878163563043316,0.03209866916053162,45.40685228815766,5.354917764695208,13.804644348423873,1.6765339449838252,14.050318696766187,1.6974067619574507,0.18967602148451015,0.01580255099115718,8.534802089335239,0.5094500750679612,7.73155589523274,0.37105857522998703,3.289541152118013,0.062002698685332994,2.7008435531947512,0.04948512644684221
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,relevance_weighted_rf,10,0,4.80974548107624,0.18960314775038764,3.7282973949770337,0.1218909495207716,0.0756822674744482,0.04914126536233602,45.09804102919985,5.219651718136201,13.711318836772824,1.6561352073888362,14.094911586245857,1.6574968099305025,0.18967602148451015,0.01580255099115718,8.457563096459124,0.5195362739672809,7.611190608664813,0.4069871824469284,3.436750930887026,0.09791519080077832,2.82083223119805,0.07585675255242179
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,rf,10,0,4.8104578680884424,0.165905446487109,3.7137499534367655,0.10253106092901217,0.0754123399141283,0.04196729875403578,45.52375585188079,4.937104029292088,13.838430460046785,1.5448725134690846,14.18195179309381,1.545640957363753,0.18967602148451015,0.01580255099115718,8.52594550319754,0.5334925222192567,7.679594886078223,0.4272441421007878,3.399151673230442,0.09814004456051997,2.7878551858803333,0.07304248459496333
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,smogn_rf,10,8424,5.029209718954706,0.21902188903880115,3.9384245983704114,0.1569971052350879,-0.01203199905928427,0.0808427498480659,43.93634226717162,5.48783710099999,13.350272528361137,1.6645393010403222,14.821796099342867,1.8408047806684709,0.18967602148451015,0.01580255099115718,8.160868740493774,0.6388886292415834,7.109232995142269,0.5147577458882907,3.9557202234990876,0.14051285199629227,3.2000716787892274,0.1256585010419992
main_grouped_repeated5fold,main,tgss_bmi,TGSS BMI,smote_r_rf,10,8424,5.052545163841297,0.20312248126378615,3.9464196453280187,0.14357917051428212,-0.021849826024063677,0.08464373168334242,44.51862868829509,5.0898479795987965,13.533263073232826,1.604656714041799,15.002493336896887,1.6563596037256612,0.18967602148451015,0.01580255099115718,8.216054035636695,0.5516751623267729,7.148145480222792,0.47120213305230835,3.9603089893850374,0.16031073607461638,3.198001414558491,0.12336102465165324
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,ekk,10,0,18811.89325427042,2340.9328627234977,11115.194805481737,489.45974882619254,0.3386831499460642,0.05537332147283644,996852893.9616878,336284502.2344977,268256428.7795754,89269749.49650528,283156734.48838437,89381927.30179109,0.11900330357759673,0.009671675033018575,46059.55395973727,8684.047123506845,30285.80374885592,3887.140096690598,10744.322461163401,505.61932352882593,8540.475460489813,369.0613393518647
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,relevance_weighted_rf,10,0,18443.135855031334,2411.3508620756493,10562.091399099842,464.45745456054254,0.36472811437274116,0.059548181224027726,942510753.4389226,325423502.47013056,253664349.7227203,86453418.93524355,277750778.01490706,91455939.34088628,0.11900330357759673,0.009671675033018575,44812.023272070364,8343.780125645386,29720.750513781946,3559.62314524183,10741.395094417428,794.4139952107336,7985.379639112379,312.1487073622367
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,rf,10,0,18539.364296391934,2411.6768508709156,10592.113911726756,505.2280409181639,0.35811699939372793,0.058686328305897664,955468458.3069397,323852505.9892468,257145296.2814127,86017912.70938812,281254753.20398635,91039707.64806782,0.11900330357759673,0.009671675033018575,45178.546375360005,8253.070207544424,30134.007248648042,3627.3787194673946,10720.93577945031,819.6329838712891,7962.147284173802,359.8667954194561
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,smogn_rf,10,15576,19622.23793513142,2275.830095127171,12087.12183835655,475.83388671052427,0.27953087913792113,0.056158310497315386,903804381.4551455,320637038.0829084,243370482.79531765,85171539.8838349,305939015.97919166,91012826.62567826,0.11900330357759673,0.009671675033018575,42598.76905182991,8670.207410414421,26937.00127624533,4018.4698282500667,13823.192990329175,750.9118514273863,10092.491276542965,308.83441609890167
main_grouped_repeated5fold,main,tgss_income,TGSS approximate personal monthly net income,smote_r_rf,10,15576,19906.315116131536,2061.3525874576726,12492.123128163617,568.4096586788262,0.25709538799226656,0.05315191474588111,906573670.8999459,297662706.31051254,244133658.56703058,78918244.19010127,312016662.9962165,82943199.57979314,0.11900330357759673,0.009671675033018575,42524.57974002916,8194.694345147438,26507.533352745628,4002.1547341686255,14302.417067991904,847.961296398259,10611.005030276106,476.20387182938714
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,ekk,10,0,0.6521220229315077,0.03234170591869883,0.505210829032855,0.02402553703039731,0.3459043630619913,0.03738859689531171,0.7324597855932622,0.13521304968587824,0.2190886128201126,0.040738220702259825,0.2515657678207556,0.04061316145363103,0.17521997468792008,0.012679716698733207,1.1115835254853954,0.08449334771864425,1.0015091379119414,0.06976031542206512,0.5017742097628023,0.01543910592286625,0.39945925593656734,0.01791314522490526
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,relevance_weighted_rf,10,0,0.6341028715569802,0.03209164225650032,0.4957589242387271,0.0222287338440024,0.381925157832106,0.02852760850347849,0.7002433372776147,0.1213283254016198,0.20954470236462833,0.03783354507465726,0.23618449394908508,0.03817654968005957,0.17521997468792008,0.012679716698733207,1.0977282150632088,0.0681231672898588,0.966186089723952,0.05722732258473615,0.480043235532869,0.019163124985006382,0.3955257459116034,0.014321903751132918
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,rf,10,0,0.6317195249191254,0.031005949736209976,0.48693584171380017,0.022034185529210548,0.3863940590442791,0.030327433497420942,0.6963822443557834,0.11038785311875951,0.2083236912507219,0.034321531990027174,0.23538088962279416,0.03535737568404586,0.17521997468792008,0.012679716698733207,1.0983119312042342,0.05853443322923698,0.9644859652783786,0.05095885101432998,0.4760876870448203,0.02353485482346258,0.3852414896251797,0.017505089851943306
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,smogn_rf,10,8312,0.6383078639286548,0.026449529090568347,0.4916762613129265,0.02027610534577302,0.37270203987651157,0.03968820834375695,0.6383973971657653,0.09304689522996021,0.19120700021209067,0.028906418387394644,0.23287770422690782,0.03126176443061628,0.17521997468792008,0.012679716698733207,1.023130339487039,0.05567682082891462,0.8611413664707372,0.04920311687411375,0.5203159177566145,0.02200694343555781,0.4130998411552517,0.017598516121266276
main_grouped_repeated5fold,main,wine_quality_red,Wine Quality Red,smote_r_rf,10,8312,0.6431485828640213,0.03086775938637769,0.49477664666308263,0.027483562685263897,0.36318127943863343,0.045410353100056,0.6275645620073689,0.0984358355303556,0.18798480851464378,0.029798788713541777,0.23497833044183417,0.033154674227188194,0.17521997468792008,0.012679716698733207,1.0074745887523364,0.06237034873376889,0.8365429756050367,0.05807152083792632,0.53363332309006,0.027629707513237622,0.42202347547637864,0.025096805172982097
